demand_id,buyer_id,buyer_type,buyer_name,commodity,required_quantity_quintal,required_quality,max_moisture_percent,offered_price_rs_per_quintal,payment_terms,delivery_location,requirement_window_days,verification_status,data_status
D0693,B0214,Processor,Sikar Processor Buyer 36,Mustard,75,Bold Seed,7.8,6470,T+3 days,Sikar,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0694,B0126,Retail Chain,Sri Ganganagar Retail Chain Buyer 20,Onion,200,Large,74.6,3080,Payment after quality acceptance,Sri Ganganagar,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0695,B0010,Processor,Alwar Processor Buyer 61,Wheat,100,Grade A,9.5,2430,T+7 days,Alwar,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0696,B0125,Institutional,Jaipur Institutional Buyer 59,Tomato,2000,B,87.3,3670,Payment after quality acceptance,Jaipur,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0697,B0214,Processor,Sikar Processor Buyer 22,Mustard,150,Bold Seed,6.7,5660,Payment after quality acceptance,Sikar,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0698,B0020,Wholesale,Jodhpur Wholesale Buyer 32,Wheat,75,Grade A,11.0,2730,T+3 days,Jodhpur,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0699,B0040,FPO,Sri Ganganagar FPO Buyer 4,Mustard,50,FAQ,6.4,6020,Payment after quality acceptance,Sri Ganganagar,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0700,B0002,Exporter,Bhilwara Exporter Buyer 43,Tomato,1000,A,89.0,4160,T+7 days,Bhilwara,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0701,B0083,Processor,Nagaur Processor Buyer 8,Maize,1500,FAQ,12.6,2260,30% advance + balance on delivery,Nagaur,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0702,B0006,Processor,Bharatpur Processor Buyer 27,Garlic,300,Medium,68.2,5910,T+7 days,Bharatpur,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0703,B0176,Institutional,Bharatpur Institutional Buyer 78,Mustard,300,FAQ,6.1,5990,Immediate UPI/RTGS,Bharatpur,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0704,B0069,Institutional,Bikaner Institutional Buyer 73,Maize,300,Grade A,11.3,2500,T+7 days,Bikaner,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0705,B0132,Wholesale,Sri Ganganagar Wholesale Buyer 44,Bajra,50,Clean,11.0,2150,Payment after quality acceptance,Sri Ganganagar,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0706,B0075,Wholesale,Jodhpur Wholesale Buyer 60,Tomato,750,B,87.2,1220,T+7 days,Jodhpur,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0707,B0110,Exporter,Bhilwara Exporter Buyer 38,Bajra,100,FAQ,10.7,2760,Immediate UPI/RTGS,Bhilwara,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0708,B0146,Processor,Sri Ganganagar Processor Buyer 33,Garlic,1500,Large,67.8,12370,Immediate UPI/RTGS,Sri Ganganagar,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0709,B0216,Wholesale,Chittorgarh Wholesale Buyer 51,Mustard,75,FAQ,5.2,5660,Payment after quality acceptance,Chittorgarh,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0710,B0088,Wholesale,Barmer Wholesale Buyer 24,Tomato,1000,A,87.6,2150,Payment after quality acceptance,Barmer,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0711,B0030,Wholesale,Sri Ganganagar Wholesale Buyer 2,Mustard,25,FAQ,7.0,6210,T+7 days,Sri Ganganagar,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0712,B0177,Wholesale,Bharatpur Wholesale Buyer 51,Tomato,1000,B,87.3,2640,T+1 day,Bharatpur,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0713,B0054,Processor,Nagaur Processor Buyer 62,Mustard,100,FAQ,6.9,5260,T+7 days,Nagaur,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0714,B0109,Wholesale,Bharatpur Wholesale Buyer 3,Mustard,75,FAQ,5.5,6410,T+1 day,Bharatpur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0715,B0063,Processor,Bikaner Processor Buyer 26,Tomato,500,B,88.7,3790,T+7 days,Bikaner,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0716,B0107,Wholesale,Kota Wholesale Buyer 64,Wheat,2000,Grade A,9.1,2750,T+7 days,Kota,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0717,B0148,Processor,Chittorgarh Processor Buyer 41,Maize,25,FAQ,11.8,2440,Payment after quality acceptance,Chittorgarh,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0718,B0115,Wholesale,Bikaner Wholesale Buyer 56,Mustard,1500,FAQ,5.5,6080,Payment after quality acceptance,Bikaner,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0719,B0176,Processor,Bikaner Processor Buyer 44,Onion,100,Large,74.6,2700,Payment after quality acceptance,Bikaner,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0720,B0107,FPO,Hanumangarh FPO Buyer 47,Bajra,2000,Clean,11.4,2590,T+1 day,Hanumangarh,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0721,B0034,Wholesale,Chittorgarh Wholesale Buyer 23,Gram,1500,FAQ,7.5,6030,T+7 days,Chittorgarh,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0722,B0005,Processor,Bharatpur Processor Buyer 46,Tomato,750,B,88.1,1040,T+1 day,Bharatpur,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0723,B0031,Institutional,Sikar Institutional Buyer 72,Mustard,1000,FAQ,6.5,5780,T+3 days,Sikar,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0724,B0219,Retail Chain,Barmer Retail Chain Buyer 66,Wheat,150,FAQ,11.1,2390,T+7 days,Barmer,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0725,B0211,Retail Chain,Kota Retail Chain Buyer 72,Mustard,1000,FAQ,6.5,5460,T+1 day,Kota,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0726,B0182,FPO,Hanumangarh FPO Buyer 57,Maize,2000,Grade A,13.2,2270,Immediate UPI/RTGS,Hanumangarh,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0727,B0107,Processor,Nagaur Processor Buyer 1,Onion,100,Small,74.5,2320,T+7 days,Nagaur,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0728,B0093,FPO,Kota FPO Buyer 32,Bajra,2000,FAQ,11.3,2630,30% advance + balance on delivery,Kota,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0729,B0219,Institutional,Barmer Institutional Buyer 67,Bajra,300,Clean,11.8,2680,T+7 days,Barmer,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0730,B0112,FPO,Kota FPO Buyer 8,Mustard,300,Bold Seed,7.3,5620,Payment after quality acceptance,Kota,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0731,B0076,Exporter,Bhilwara Exporter Buyer 54,Wheat,1500,Grade A,11.7,2860,Payment after quality acceptance,Bhilwara,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0732,B0136,FPO,Hanumangarh FPO Buyer 79,Onion,150,Small,74.1,3500,T+7 days,Hanumangarh,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0733,B0199,FPO,Chittorgarh FPO Buyer 26,Tomato,1500,B,87.3,2870,30% advance + balance on delivery,Chittorgarh,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0734,B0024,Exporter,Jodhpur Exporter Buyer 66,Bajra,150,Clean,10.6,2370,Payment after quality acceptance,Jodhpur,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0735,B0062,Retail Chain,Hanumangarh Retail Chain Buyer 39,Wheat,1000,Grade A,12.0,2530,Immediate UPI/RTGS,Hanumangarh,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0736,B0013,Wholesale,Bharatpur Wholesale Buyer 16,Onion,200,Medium,72.9,1510,Payment after quality acceptance,Bharatpur,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0737,B0183,Retail Chain,Alwar Retail Chain Buyer 69,Onion,1000,Large,72.7,2640,T+3 days,Alwar,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0738,B0133,Wholesale,Jodhpur Wholesale Buyer 75,Garlic,50,Medium,69.5,8350,T+3 days,Jodhpur,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0739,B0024,Institutional,Chittorgarh Institutional Buyer 8,Bajra,300,Clean,11.7,2200,T+7 days,Chittorgarh,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0740,B0144,Wholesale,Sikar Wholesale Buyer 67,Mustard,300,Bold Seed,7.6,6700,30% advance + balance on delivery,Sikar,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0741,B0211,Exporter,Chittorgarh Exporter Buyer 21,Tomato,500,A,88.5,2930,T+7 days,Chittorgarh,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0742,B0178,Institutional,Chittorgarh Institutional Buyer 28,Bajra,750,Clean,10.4,2250,Payment after quality acceptance,Chittorgarh,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0743,B0095,Retail Chain,Udaipur Retail Chain Buyer 74,Mustard,50,Bold Seed,5.1,5500,T+1 day,Udaipur,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0744,B0203,FPO,Sikar FPO Buyer 19,Gram,500,FAQ,9.4,4870,T+7 days,Sikar,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0745,B0001,Processor,Alwar Processor Buyer 16,Gram,2000,Grade A,7.2,6050,Immediate UPI/RTGS,Alwar,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0746,B0122,Institutional,Udaipur Institutional Buyer 78,Gram,200,FAQ,9.3,5760,30% advance + balance on delivery,Udaipur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0747,B0023,Institutional,Bhilwara Institutional Buyer 80,Tomato,2000,B,88.2,2460,T+7 days,Bhilwara,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0748,B0182,FPO,Chittorgarh FPO Buyer 4,Tomato,50,B,88.7,1640,Immediate UPI/RTGS,Chittorgarh,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0749,B0134,Wholesale,Udaipur Wholesale Buyer 25,Maize,25,Grade A,12.5,2620,Immediate UPI/RTGS,Udaipur,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0750,B0022,Retail Chain,Bharatpur Retail Chain Buyer 69,Wheat,100,Grade A,10.2,2760,Immediate UPI/RTGS,Bharatpur,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0751,B0136,Processor,Sri Ganganagar Processor Buyer 41,Onion,25,Medium,72.8,3400,Immediate UPI/RTGS,Sri Ganganagar,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0752,B0079,Processor,Ajmer Processor Buyer 53,Gram,50,FAQ,7.2,5190,T+3 days,Ajmer,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0753,B0106,FPO,Bharatpur FPO Buyer 42,Wheat,200,Grade A,10.1,2380,Immediate UPI/RTGS,Bharatpur,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0754,B0131,Wholesale,Barmer Wholesale Buyer 65,Maize,100,Grade A,13.8,2530,T+3 days,Barmer,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0755,B0105,Institutional,Jodhpur Institutional Buyer 30,Tomato,500,A,87.8,940,30% advance + balance on delivery,Jodhpur,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0756,B0146,Wholesale,Barmer Wholesale Buyer 53,Maize,75,Grade A,11.3,2280,Payment after quality acceptance,Barmer,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0757,B0138,Wholesale,Sikar Wholesale Buyer 55,Bajra,75,Clean,9.1,2410,T+7 days,Sikar,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0758,B0154,Processor,Jaipur Processor Buyer 33,Bajra,500,Clean,12.0,2440,Payment after quality acceptance,Jaipur,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0759,B0077,Wholesale,Ajmer Wholesale Buyer 12,Wheat,1000,Grade A,11.1,2280,T+1 day,Ajmer,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0760,B0175,Wholesale,Alwar Wholesale Buyer 44,Garlic,200,Export,67.8,14050,Payment after quality acceptance,Alwar,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0761,B0118,Exporter,Bhilwara Exporter Buyer 77,Maize,200,Grade A,11.0,2160,Payment after quality acceptance,Bhilwara,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0762,B0106,Exporter,Jaipur Exporter Buyer 72,Tomato,1500,B,89.3,1680,30% advance + balance on delivery,Jaipur,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0763,B0173,Retail Chain,Hanumangarh Retail Chain Buyer 16,Wheat,1500,Grade A,11.9,2760,T+7 days,Hanumangarh,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0764,B0032,Retail Chain,Ajmer Retail Chain Buyer 60,Garlic,2000,Large,69.8,5080,T+7 days,Ajmer,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0765,B0050,FPO,Barmer FPO Buyer 12,Wheat,2000,Grade A,11.4,2650,T+1 day,Barmer,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0766,B0156,FPO,Jaipur FPO Buyer 27,Onion,2000,Small,72.6,3000,Payment after quality acceptance,Jaipur,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0767,B0050,Institutional,Udaipur Institutional Buyer 73,Gram,75,FAQ,7.2,6210,T+1 day,Udaipur,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0768,B0187,Exporter,Bharatpur Exporter Buyer 36,Bajra,100,FAQ,11.5,2760,Immediate UPI/RTGS,Bharatpur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0769,B0014,Exporter,Jaipur Exporter Buyer 42,Tomato,1500,B,89.5,4120,T+7 days,Jaipur,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0770,B0013,FPO,Bikaner FPO Buyer 36,Tomato,25,B,88.6,1940,T+3 days,Bikaner,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0771,B0189,Processor,Sikar Processor Buyer 29,Maize,1000,Grade A,13.9,1930,T+1 day,Sikar,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0772,B0008,Processor,Bharatpur Processor Buyer 62,Onion,1500,Medium,74.4,1440,30% advance + balance on delivery,Bharatpur,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0773,B0214,Processor,Alwar Processor Buyer 7,Gram,100,Grade A,8.6,5670,T+1 day,Alwar,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0774,B0016,Institutional,Bhilwara Institutional Buyer 5,Mustard,50,Bold Seed,5.9,5410,Payment after quality acceptance,Bhilwara,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0775,B0157,Retail Chain,Hanumangarh Retail Chain Buyer 56,Wheat,25,FAQ,9.3,2580,Immediate UPI/RTGS,Hanumangarh,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0776,B0193,FPO,Nagaur FPO Buyer 53,Gram,50,FAQ,9.6,6380,Payment after quality acceptance,Nagaur,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0777,B0159,Institutional,Sri Ganganagar Institutional Buyer 13,Tomato,300,B,89.0,3970,Payment after quality acceptance,Sri Ganganagar,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0778,B0027,FPO,Jodhpur FPO Buyer 2,Tomato,100,A,88.8,1350,T+1 day,Jodhpur,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0779,B0114,Institutional,Sikar Institutional Buyer 24,Gram,2000,FAQ,7.4,6380,Immediate UPI/RTGS,Sikar,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0780,B0080,Institutional,Udaipur Institutional Buyer 75,Gram,1500,FAQ,7.4,5710,T+3 days,Udaipur,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0781,B0169,Exporter,Sikar Exporter Buyer 19,Gram,750,FAQ,7.7,6300,30% advance + balance on delivery,Sikar,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0782,B0052,Processor,Sikar Processor Buyer 9,Garlic,100,Large,67.6,11550,T+7 days,Sikar,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0783,B0077,Wholesale,Nagaur Wholesale Buyer 54,Onion,200,Medium,72.5,2770,T+7 days,Nagaur,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0784,B0178,Exporter,Alwar Exporter Buyer 30,Tomato,1500,B,88.9,1940,T+1 day,Alwar,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0785,B0003,Institutional,Alwar Institutional Buyer 10,Garlic,25,Large,67.1,8710,Immediate UPI/RTGS,Alwar,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0786,B0008,Wholesale,Alwar Wholesale Buyer 26,Tomato,200,A,87.9,1020,T+1 day,Alwar,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0787,B0006,Wholesale,Nagaur Wholesale Buyer 23,Onion,75,Medium,74.7,1700,Immediate UPI/RTGS,Nagaur,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0788,B0054,Retail Chain,Bhilwara Retail Chain Buyer 40,Garlic,50,Large,67.7,8460,T+3 days,Bhilwara,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0789,B0034,Wholesale,Hanumangarh Wholesale Buyer 25,Garlic,50,Medium,68.6,6470,Payment after quality acceptance,Hanumangarh,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0790,B0158,Processor,Bhilwara Processor Buyer 76,Garlic,25,Medium,69.6,12810,T+3 days,Bhilwara,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0791,B0033,Processor,Alwar Processor Buyer 66,Onion,150,Large,74.7,3430,T+1 day,Alwar,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0792,B0131,Wholesale,Barmer Wholesale Buyer 50,Tomato,50,B,88.5,1650,T+7 days,Barmer,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0793,B0122,Wholesale,Jodhpur Wholesale Buyer 35,Onion,2000,Large,73.2,2460,30% advance + balance on delivery,Jodhpur,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0794,B0102,Retail Chain,Alwar Retail Chain Buyer 28,Maize,500,Grade A,12.3,2200,T+7 days,Alwar,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0795,B0022,Wholesale,Bharatpur Wholesale Buyer 38,Onion,75,Medium,73.6,3120,T+1 day,Bharatpur,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0796,B0120,Wholesale,Jodhpur Wholesale Buyer 56,Tomato,300,B,88.1,3100,T+7 days,Jodhpur,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0797,B0166,Processor,Jaipur Processor Buyer 10,Garlic,100,Large,69.7,7710,T+3 days,Jaipur,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0798,B0093,Processor,Hanumangarh Processor Buyer 5,Gram,50,FAQ,8.0,4980,Payment after quality acceptance,Hanumangarh,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0799,B0049,Retail Chain,Chittorgarh Retail Chain Buyer 78,Gram,1500,FAQ,10.0,5500,Payment after quality acceptance,Chittorgarh,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0800,B0104,FPO,Barmer FPO Buyer 75,Wheat,200,FAQ,10.4,2710,30% advance + balance on delivery,Barmer,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0801,B0122,Processor,Alwar Processor Buyer 30,Garlic,2000,Export,68.8,7140,30% advance + balance on delivery,Alwar,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0802,B0110,Retail Chain,Sikar Retail Chain Buyer 54,Tomato,200,A,88.3,1760,30% advance + balance on delivery,Sikar,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0803,B0128,Retail Chain,Udaipur Retail Chain Buyer 46,Bajra,150,Clean,9.7,2110,T+7 days,Udaipur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0804,B0036,Wholesale,Sikar Wholesale Buyer 20,Gram,1000,Grade A,8.7,4880,30% advance + balance on delivery,Sikar,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0805,B0099,Exporter,Alwar Exporter Buyer 25,Garlic,50,Large,67.3,10470,30% advance + balance on delivery,Alwar,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0806,B0009,Processor,Ajmer Processor Buyer 78,Mustard,750,Bold Seed,5.1,5650,T+1 day,Ajmer,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0807,B0018,Processor,Alwar Processor Buyer 59,Gram,1500,FAQ,8.1,6140,Immediate UPI/RTGS,Alwar,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0808,B0138,Processor,Sri Ganganagar Processor Buyer 54,Garlic,50,Large,69.2,6320,T+7 days,Sri Ganganagar,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0809,B0041,Processor,Nagaur Processor Buyer 78,Bajra,300,Clean,10.8,2700,30% advance + balance on delivery,Nagaur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0810,B0017,Processor,Alwar Processor Buyer 52,Gram,75,FAQ,8.6,5940,30% advance + balance on delivery,Alwar,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0811,B0166,Processor,Udaipur Processor Buyer 59,Tomato,50,B,89.1,2270,Payment after quality acceptance,Udaipur,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0812,B0064,Retail Chain,Udaipur Retail Chain Buyer 23,Garlic,75,Export,69.2,9250,T+7 days,Udaipur,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0813,B0041,Wholesale,Sri Ganganagar Wholesale Buyer 36,Mustard,25,Bold Seed,7.0,5810,Immediate UPI/RTGS,Sri Ganganagar,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0814,B0095,Exporter,Sri Ganganagar Exporter Buyer 10,Tomato,750,A,88.5,1420,T+3 days,Sri Ganganagar,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0815,B0007,Processor,Bharatpur Processor Buyer 10,Bajra,25,Clean,10.1,2690,Payment after quality acceptance,Bharatpur,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0816,B0035,Processor,Jaipur Processor Buyer 42,Garlic,50,Export,69.2,12260,T+7 days,Jaipur,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0817,B0036,Wholesale,Jodhpur Wholesale Buyer 61,Mustard,2000,Bold Seed,7.5,6320,T+1 day,Jodhpur,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0818,B0044,FPO,Ajmer FPO Buyer 10,Mustard,750,FAQ,7.0,6200,T+1 day,Ajmer,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0819,B0056,Wholesale,Alwar Wholesale Buyer 57,Bajra,1500,FAQ,11.5,2780,30% advance + balance on delivery,Alwar,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0820,B0002,FPO,Chittorgarh FPO Buyer 7,Garlic,25,Large,69.3,11120,T+1 day,Chittorgarh,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0821,B0087,Processor,Kota Processor Buyer 25,Maize,25,FAQ,11.7,1910,Immediate UPI/RTGS,Kota,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0822,B0083,Institutional,Jaipur Institutional Buyer 72,Bajra,50,FAQ,10.9,2510,30% advance + balance on delivery,Jaipur,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0823,B0045,Processor,Alwar Processor Buyer 2,Mustard,200,Bold Seed,7.0,6020,Immediate UPI/RTGS,Alwar,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0824,B0160,Processor,Alwar Processor Buyer 48,Tomato,150,A,87.2,4120,T+1 day,Alwar,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0825,B0065,Wholesale,Kota Wholesale Buyer 13,Tomato,1000,B,89.9,1670,Payment after quality acceptance,Kota,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0826,B0218,Wholesale,Ajmer Wholesale Buyer 62,Onion,2000,Small,73.0,2010,30% advance + balance on delivery,Ajmer,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0827,B0151,Wholesale,Jodhpur Wholesale Buyer 2,Garlic,100,Medium,67.1,10150,Immediate UPI/RTGS,Jodhpur,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0828,B0036,Processor,Barmer Processor Buyer 48,Garlic,50,Large,67.9,5610,T+1 day,Barmer,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0829,B0190,Exporter,Alwar Exporter Buyer 43,Wheat,1000,FAQ,9.8,2760,Payment after quality acceptance,Alwar,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0830,B0217,Retail Chain,Bhilwara Retail Chain Buyer 43,Garlic,25,Large,67.7,7340,30% advance + balance on delivery,Bhilwara,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0831,B0047,Retail Chain,Udaipur Retail Chain Buyer 57,Maize,750,FAQ,11.2,2310,T+7 days,Udaipur,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
